Destination_code,Origin_code,MSE
MMR,GBR,0.01038447
MMR,BEL,0.009495392
MMR,USA,0.008719985
MMR,NZL,0.008567153
MMR,RUS,0.00809229
MMR,PHL,0.006932889
MMR,JPN,0.005384832
MMR,DEU,0.004304663
MMR,NLD,0.003119296
MMR,SGP,0.002245272
MMR,ITA,0.001921035
MMR,IND,0.000708727
MMR,FRA,0.00021303
GRC,EGY,1.215636383
GRC,MLT,0.931842699
GRC,JPN,0.270052674
GRC,RUS,0.263718428
GRC,ISR,0.247016883
GRC,ISL,0.2424257
GRC,SRB,0.146455309
GRC,MEX,0.13201873
GRC,MKD,0.126403086
GRC,HRV,0.085624433
GRC,FIN,0.078875681
GRC,LBN,0.076159105
GRC,AUS,0.070534854
GRC,ESP,0.060371071
GRC,BGR,0.053372783
GRC,NOR,0.050017472
GRC,FRA,0.047750971
GRC,EST,0.04684671
GRC,HUN,0.043954601
GRC,ARG,0.031684453
GRC,ALB,0.028724706
GRC,ZAF,0.027814564
GRC,LTU,0.025484436
GRC,IRL,0.02404945
GRC,KOR,0.023736218
GRC,CZE,0.0234621
GRC,LVA,0.017252066
GRC,DNK,0.012171859
GRC,CHE,0.01189431
GRC,LUX,0.009714309
GRC,TUR,0.00697521
GRC,CHN,0.005739196
GRC,USA,0.004414633
GRC,DEU,0.004281604
GRC,CYP,0.00326522
GRC,SVK,0.0030875
GRC,PRT,0.002684818
GRC,GBR,0.00149021
GRC,NLD,0.001323967
GRC,BEL,0.001115812
GRC,SWE,0.000890334
GRC,ITA,0.000722402
GRC,AUT,0.000368757
GRC,POL,2.27E-05
GRC,BRA,3.65E-06
GRC,CAN,3.35E-06
LSO,IRL,0.374374798
LSO,UGA,0.226171803
LSO,DEU,0.196422159
LSO,MOZ,0.169828695
LSO,KEN,0.165519451
LSO,AUS,0.152628822
LSO,ITA,0.10852522
LSO,NLD,0.064438393
LSO,ZMB,0.047539103
LSO,DNK,0.043769312
LSO,GBR,0.036159473
LSO,SWE,0.014002711
LSO,USA,0.010727526
LSO,ZAF,0.009319566
LSO,CAN,0.005969163
LSO,FRA,0.003134446
LSO,SWZ,0.002941402
LSO,BWA,0.00042379
VCT,NOR,0.323020552
VCT,NLD,0.180976523
VCT,DEU,0.150237064
VCT,GBR,0.130376842
VCT,IRL,0.091950796
VCT,CHE,0.066945911
VCT,ITA,0.050358958
VCT,FRA,0.042580937
VCT,SWE,0.035247323
VCT,ATG,0.024662089
VCT,GRD,0.017728977
VCT,BRB,0.014663291
VCT,LCA,0.01300493
VCT,USA,0.012527165
VCT,CAN,0.011882652
VCT,ESP,0.008368483
VCT,TTO,0.001360431
JPN,ARG,0.83580813
JPN,CHN,0.6627262
JPN,KOR,0.254903843
JPN,VNM,0.242079824
JPN,MAC,0.236409009
JPN,CHL,0.232228016
JPN,HKG,0.205095361
JPN,KHM,0.200138646
JPN,PHL,0.195737282
JPN,NGA,0.164894828
JPN,IDN,0.137959686
JPN,MEX,0.104435613
JPN,LKA,0.083674531
JPN,VEN,0.073825452
JPN,SLV,0.05963619
JPN,COL,0.05382938
JPN,LUX,0.053127211
JPN,ECU,0.048069712
JPN,MYS,0.043459917
JPN,SGP,0.041926665
JPN,ISR,0.037928292
JPN,ARE,0.037299398
JPN,EGY,0.030484365
JPN,POL,0.02886291
JPN,PER,0.026215702
JPN,CAN,0.025142045
JPN,BEL,0.024090431
JPN,MMR,0.023694118
JPN,HRV,0.02288714
JPN,ESP,0.022636369
JPN,BRN,0.020282097
JPN,AUS,0.020203462
JPN,TWN,0.019345997
JPN,NPL,0.016515037
JPN,PRT,0.015308831
JPN,CZE,0.0128629
JPN,NLD,0.012549301
JPN,SAU,0.011969927
JPN,ITA,0.011886774
JPN,BOL,0.008818571
JPN,USA,0.008484385
JPN,BGD,0.008333527
JPN,THA,0.007974676
JPN,NZL,0.007753449
JPN,IRN,0.00720249
JPN,FRA,0.005544126
JPN,IND,0.005133066
JPN,RUS,0.005060022
JPN,SWE,0.003260983
JPN,GHA,0.003115093
JPN,LBN,0.002688098
JPN,BGR,0.002642725
JPN,LAO,0.002622763
JPN,SVK,0.002574917
JPN,FIN,0.002502958
JPN,PAK,0.002314912
JPN,GRC,0.001953208
JPN,IRL,0.001180062
JPN,BRA,0.001171482
JPN,ISL,0.00116231
JPN,TUR,0.001133447
JPN,CHE,0.000941608
JPN,ZAF,0.000850968
JPN,GBR,0.000834401
JPN,UKR,0.000817282
JPN,HUN,0.00053898
JPN,DEU,0.00034875
JPN,DNK,0.000229828
JPN,NOR,7.66E-05
JPN,AUT,5.18E-05
JPN,MNG,1.07E-05
KNA,CAN,0.123009571
KNA,USA,0.040625769
KNA,GBR,0.015657448
TWN,THA,0.321526135
TWN,CHN,0.15340732
TWN,PHL,0.136055102
TWN,KOR,0.094470415
TWN,BRA,0.044091144
TWN,IDN,0.035452833
TWN,SWE,0.032727727
TWN,RUS,0.021348688
TWN,GBR,0.01956798
TWN,SGP,0.019153356
TWN,NZL,0.017502803
TWN,IND,0.016760821
TWN,AUS,0.016632005
TWN,MYS,0.014278971
TWN,HKG,0.01398846
TWN,JPN,0.011296401
TWN,AUT,0.009153321
TWN,ITA,0.007215341
TWN,ZAF,0.00452566
TWN,DEU,0.004069631
TWN,CHE,0.003221996
TWN,ESP,0.002333565
TWN,GRC,0.002186683
TWN,FRA,0.002131586
TWN,CAN,0.000426779
TWN,NLD,0.000133618
TWN,BEL,5.45E-05
TWN,MEX,1.65E-05
TWN,ARG,2.93E-07
GBR,EGY,0.163761044
GBR,SRB,0.156363291
GBR,LVA,0.122864094
GBR,EST,0.117673998
GBR,NOR,0.116418089
GBR,NGA,0.083352409
GBR,ISL,0.07280095
GBR,GRC,0.072666009
GBR,LUX,0.062274727
GBR,PAK,0.060049096
GBR,SWE,0.059230947
GBR,BRA,0.056121375
GBR,FRA,0.055907782
GBR,CHN,0.054308172
GBR,KOR,0.05342131
GBR,BEL,0.040692224
GBR,AUS,0.039739307
GBR,FIN,0.038866991
GBR,ITA,0.035147564
GBR,RUS,0.033724004
GBR,DEU,0.032129307
GBR,NLD,0.027617931
GBR,ZAF,0.027142343
GBR,HRV,0.026889455
GBR,LTU,0.026690173
GBR,MLT,0.026276297
GBR,DNK,0.022740779
GBR,CHL,0.021863608
GBR,SAU,0.019252058
GBR,MEX,0.018698187
GBR,MYS,0.018369814
GBR,NZL,0.017234032
GBR,JPN,0.0170047
GBR,CZE,0.01663733
GBR,CHE,0.016176084
GBR,AUT,0.013011188
GBR,KWT,0.011993623
GBR,IDN,0.01104461
GBR,TUR,0.010585002
GBR,IRL,0.007435073
GBR,BGR,0.006866923
GBR,THA,0.006716337
GBR,ARG,0.005921286
GBR,ESP,0.005517078
GBR,TWN,0.005493646
GBR,KEN,0.005375455
GBR,OMN,0.004699364
GBR,POL,0.004389807
GBR,BHR,0.003081709
GBR,CYP,0.003073176
GBR,CAN,0.002098031
GBR,UKR,0.002062102
GBR,ARE,0.002037584
GBR,PRT,0.001947817
GBR,HUN,0.001931626
GBR,SGP,0.001916282
GBR,IND,0.001050733
GBR,USA,0.001048901
GBR,HKG,0.000921908
GBR,ISR,0.000597442
GBR,QAT,3.90E-05
GBR,PHL,2.64E-05
GBR,SVK,6.36E-06
PRI,USA,0.014964095
